SMILES,TARGET_fp,TARGET_Tm,TARGET_Tb,TARGET_density,TARGET_mcvh,TARGET_ISP
CC1(C)CC23C1CC21C2C(C)(C)C231,227.186,281.412,397.93,1.056,41.26,336.672
CC1C(C)C2(C)C3(CC3)C12C,227.403,245.849,395.458,0.933,42.362,337.642
CC(C)CC12CC34CCC31C2C4,227.974,238.193,406.922,1.068,41.988,338.004
CCC1CC12CC21CC12CC21CC1C,228.074,278.835,432.171,1.121,41.624,337.532
CC1C(C)C1(C)C12CC3C4(C)CC1(C)C342,228.417,294.237,441.321,1.043,41.595,336.881
CC1C23CCCCC24C12CCCCC324,228.873,293.578,449.808,1.114,41.682,337.767
CC1C2(C)C1(C)C1(C)C(C)(C)C21C,229.465,278.396,421.437,0.878,42.446,337.231
C1CC12CC1(CC1)C1(CC1)CC21CC1,230.12,294.066,453.352,1.128,41.761,338.087
C1CC2(C1)C1(CCC1)C1(CC1)C21CC1,230.12,294.066,453.352,1.128,41.761,338.087
C1CC12CC1(CC1)C1(CC1)C1(CC1)C2,230.12,294.066,453.352,1.128,41.761,338.087
CC1CCC2(C)C34CCC23C14,230.42,257.273,396.006,1.051,41.685,337.414
C1CC23C4CC25CCC52CCC23CC14,230.871,293.287,439.375,1.25,41.061,337.278
C1C2C1C1CC13CC31CC13CC31CC21,231.623,292.503,424.55,1.407,40.347,336.435
CC12CCC3C4(CC4)C31CC2,231.667,257.901,400.415,1.067,41.785,337.819
CC(C)C12CC3(C1C)C(C)C23C,232.222,253.707,410.516,0.928,42.426,337.492
CC12CC13CCC14CC1C4C23,232.419,256.897,382.935,1.199,40.894,336.78
CC12C3CCC4CC5CC51C432,232.419,256.897,382.935,1.199,40.894,336.78
CC12CCC3C4C5CCC31C542,232.419,256.897,382.935,1.199,40.894,336.78
CCCC1(C)C2C34C1C23C4(C)C,233.35,248.116,399.61,1.014,41.796,337.231
CC12CCC1(C)C1(C)CCC21C,233.837,272.201,424.799,0.913,42.517,337.853
CC1C2C1C1CC34C5C2C2C13C524,233.981,262.109,370.796,1.547,39.516,335.119
CCCC1C2(C)C3(C)C(C)C132,234.146,232.212,385.703,0.933,42.361,337.638
CC1C2C3C2(C)CC32CC12C,234.337,250.961,389.277,1.037,41.572,336.957
CC12C3C4(C)C1C1(C)C2C3(C)C41,235.34,270.378,392.181,1.113,40.909,335.966
CC12C3C4C1(C)C1C2C3(C)C41C,235.34,270.378,392.181,1.113,40.909,335.966
CC12C3C4C5C3C1(C)C5(C)C42C,235.34,270.378,392.181,1.113,40.909,335.966
CCC1CC23CC2(C)C2CC123,235.804,244.488,385.673,1.059,41.691,337.439
CCC1CC12CC21CC12CC2C,235.864,252.258,408.68,1.054,41.923,337.743
CC1C(C)C12C1C3C(C)(C)C312,235.896,242.274,375.874,1.015,41.491,336.628
CCC1CC12CC21CC12CC21CC1(C)C,236.067,294.046,447.56,1.065,41.741,337.471
CCC12CC(C)CC13C(C)C23C,237.095,241.165,425.706,0.955,42.548,337.977
CC1C2C3(C)C(C)(C4CC4)C123,237.143,242.971,380.657,1.03,41.592,337.038
CC1C(C)C23CC1(C)C2(C)C3,237.275,256.654,408.413,0.922,42.323,337.487
CCC(C)C1(C)C2(C)C3CC312,237.393,237.541,383.98,0.922,42.363,337.646
C1CC12CCC13CCC4(CC4)C21C1(CC1)CC3,237.425,322.301,496.844,1.159,41.659,337.911
CCC1C2(C)CC23C(C)C13C,237.723,238.004,391.945,0.939,42.349,337.59
C1CC2(C1)C1(CCC1)C21CCC1,237.91,270.398,431.899,1.061,42.082,338.382
C1CC12CC1(CC1)CC1(CC1)C2,237.91,270.398,431.899,1.061,42.082,338.382
CCCC1CC12CC21CC12CC2,238.47,253.132,413.405,1.054,42.008,338.085
C1CC2C34C(C1)C23C41CCCC1,238.661,269.478,416.599,1.187,41.273,337.458
C1C2CC34CC15CC(CC23)(C5)C4,238.661,269.478,416.599,1.187,41.273,337.458
C1C2CC34CC5CC1(C3)CC54C2,238.661,269.478,416.599,1.187,41.273,337.458
C1CC2CC23CC32CC23CC3C1,238.661,269.478,416.599,1.187,41.273,337.458
CC(C)(C)C12CC1(C(C)(C)C)C2,238.893,257.321,412.886,0.866,43.145,338.149
CC12CCC13CC1(C3)CC23CCCC13,238.973,293.296,453.352,1.114,41.657,337.665
CCC1(CC)C2C3(C)C(C)C213,239.373,208.748,400.724,0.963,42.445,337.973
C1CC23CC1C2C12CC4C1C43C2,239.413,268.552,400.277,1.353,40.443,336.478
C1CC23C4C1C1C25CCC(C5)C143,239.413,268.552,400.277,1.353,40.443,336.478
CC(C)C1CC12CC21CC12CC2,239.498,260.943,406.616,1.119,41.983,337.984
C1C2CC34CCC56CC7CC8C9C1C23C9(C45)C786,239.68,320.371,460.101,1.555,39.898,335.828
CC12CC3(C)CCCC3(C1)C2,239.769,257.912,416.728,0.945,42.521,338.275
C1C2C3C4CC56CC7C1C5(C73)C246,240.164,267.62,382.787,1.562,39.592,335.442
CCCC1C23CC2(C)C13C(C)C,240.213,241.534,405.669,0.939,42.515,337.846
C1CC2C3C4C5C1C1CC6C7C89CC28C39C47C165,240.431,319.722,446.515,1.749,39.289,335.072
CC12CC3CC4CC(C)(C1)C342,240.52,256.909,400.415,1.044,41.653,337.285
CC12CC3CC4(C)CC(C)(C1)C34C2,240.832,282.72,439.492,1.002,42.002,337.53
C1C2C3C2C12C1C4C31C1C3C1C342,240.916,266.682,363.949,1.881,38.719,334.342
CC12CC3(C)CC4(C)CC(C)(C1)C4(C2)C3,241.143,304.591,473.177,0.978,42.255,337.705
CC(C)C1(C)C2(C)C3CCC312,241.151,244.247,390.617,0.922,42.343,337.566
CC(C)C12C(C)C13C1C(C23)C12CC2,241.215,265.259,414.543,1.139,41.256,336.656
CCC12CC3CC4(CCC34C1)C2,241.359,253.599,430.091,1.075,42.023,338.145
CCCC1(C)CC12C1(C)C(C)C12C,241.512,255.709,436.409,0.914,42.619,337.917
CC(C)C1(C)C(C)C2C34CC3C214,241.962,250.984,396.625,1.014,41.723,336.936
CC1C2CC3CC4C5(C32)C12C(C)C425,242.143,269.014,411.831,1.276,40.58,336.097
CC1CC12CC1(C2)C(C)C1C,242.247,236.013,409.286,0.951,42.409,337.829
CC1CC2(C)C3(C)CC3C12C,242.439,250.974,406.324,0.922,42.311,337.439
CC1C2C34CC5CC36CC2(C54)C1(C)C6C,242.454,292.903,449.256,1.185,41.037,336.492
CC12CC3C(C)(C1)C3(C)C2(C)C,242.69,271.304,424.799,0.903,42.397,337.376
CCC12CCC3(C)C1C3(C)C2,243.218,239.485,414.803,0.957,42.457,338.021
CC1CC2(C)C3C4C13C(C)C42C,243.25,257.409,411.963,1.021,41.693,336.815
CCC12CC1(C)C1(CCC1)C2C,243.278,247.523,435.332,0.961,42.621,338.266
CC1CC2(C1C)C1C3(CC3C)C12C,243.31,264.527,432.721,1.013,41.906,337.144
CC1C(C)C23C1C2(C)C3(C)C,243.997,242.287,393.847,0.905,42.231,337.12
CCCC(C)CC1C23CC12C3,244.214,209.864,390.404,0.957,42.548,338.383
CCC12C(C)C1(C(C)C)C2C,244.769,208.778,410.064,0.88,43.096,338.152
CCC1(C)C(C)C2(C)C3CC312,244.777,230.051,402.762,0.939,42.378,337.706
CCC12CC(C(C)(C)C)(C1)C2,245.37,230.927,416.692,0.885,43.224,338.653
CCC(C)C1(C)C2(C)CC21C,245.495,237.555,401.388,0.832,43.081,338.093
CCC(C)C12C(C)C3CC34CC41C2C,245.619,266.514,444.105,1.012,42.088,337.425
CC(C)C(C)C12CC1(C)C2C,246.141,221.943,405.436,0.87,43.136,338.309
CCC12C3C(C)(C1(C)C)C1(C)C(C)CC312,246.151,285.02,462.156,0.973,42.149,337.281
CC1(C)C2(C)C(C)(C)C3(C)C1(C)C3(C)C2(C)C,246.235,324.192,497.484,0.862,42.664,337.144
CC1C2(C)C1(C)C2(C)C(C)(C)C,246.401,256.604,415.153,0.832,43.028,337.69
CC(C)(C)C1CC2(C)C3CC132,246.589,257.87,395.613,0.916,42.329,337.511
C1C2C3CC45CC6CC7(C4)C1C25CC67C3,246.718,301.687,453.241,1.349,40.592,336.601
CC1CCC12CCC21CCC12CC2,246.823,276.045,451.094,1.037,42.153,338.136
CC(C)C12CC(C34CC(C(C)C)(C3)C4)(C1)C2,246.841,296.806,479.503,0.997,42.377,337.855
CC(C)C12CC3(C(C)C13)C2C,247.007,236.193,401.951,0.945,42.291,337.359
CC(C)(C)CC12CC(C)(C1)C2,247.198,225.548,416.639,0.87,43.233,338.689
CCC(C)(CC)C12CC1(C)C2,247.221,242.338,406.732,0.86,43.195,338.54
CCC(C)C1C2(C)C3(CC)CC132,247.291,236.171,414.794,1.014,42.614,338.239
CC(C)C12CC(C(C)C)(C1)C2,247.326,232.209,409.029,0.87,43.14,338.324
CC1CCC2C3(C)C1(C)C23C,247.375,256.288,412.606,0.922,42.291,337.359
CC1CC23CC(C)C2(C)C1(C)C3,247.435,263.46,433.312,0.923,42.469,337.663
CC1CC23CC1(C)C(C)(C2)C3C,247.435,263.46,433.312,0.923,42.469,337.663
C1C2CC34CC5CC6C7CC8C1C23C87C564,247.47,300.947,439.257,1.51,39.916,335.783
C1C2C3CC4C5CC67CC8C1C34C56C82C7,247.47,300.947,439.257,1.51,39.916,335.783
CC(C)CC12CC3(CC(C)C)CC13C2,247.479,230.737,456.993,0.957,42.85,338.54
CC12CC3CC4CC(C3)C13CC423,247.514,268.563,416.599,1.17,41.151,336.959
CC12CCC13C(C2)C1CC2(C)CCC123,247.826,292.521,453.352,1.101,41.552,337.239
CC12CCC3CC31C1(C)CCC3CC321,247.826,292.521,453.352,1.101,41.552,337.239
CC1CC2(C)C3C4C(C)C2(C)C143,248.186,262.495,418.103,1.014,41.675,336.742
CC(C)C12CC13CCC3C2C,248.254,236.92,406.255,0.957,42.39,337.754
CC1C2C3CC24CC12CC1C2C14C3,248.326,274.271,422.008,1.286,40.649,336.383
CC1C(C)C2(CC2)CC12CC2,248.43,242.598,419.567,0.957,42.489,338.148
CC1CCC23CCC(C)C12C3,248.43,242.598,419.567,0.957,42.489,338.148
CC12CC3CC4(C)C5CC6CC1C65C324,248.577,291.733,439.375,1.21,40.85,336.41
CC12CC3C4CC5(C)CC6C(C1)C32C465,248.577,291.733,439.375,1.21,40.85,336.41
CC12CC3CC(C)(C1)C3(C)C2,248.622,256.921,416.728,0.928,42.39,337.754
CC12CC1C1(C)CCC1(C)C2,248.622,256.921,416.728,0.928,42.39,337.754
CC12CCC1C1(C)CC1(C)C2,248.622,256.921,416.728,0.928,42.39,337.754
CC12CCC3CC(C)(C1)C32C,248.622,256.921,416.728,0.928,42.39,337.754
CC12CC3(C)CC(C)(C1)C(C)(C2)C3,248.933,282.73,453.463,0.91,42.619,337.917
CC1C2C3C(C)C34CCC12C4,249.181,241.48,403.448,1.067,41.62,337.151
CC1C2C13CCC21C(C)C1C3,249.181,241.48,403.448,1.067,41.62,337.151
CCCC1(C)C2(C)C(C)C12C,249.302,223.936,413.342,0.841,43.108,338.199
CC1(C)CC12CC1(CC1(C)C)C2,249.321,268.076,421.934,0.888,42.517,337.853
CC1(C)C2(CC2)C(C)(C)C12CC2,249.321,268.076,421.934,0.888,42.517,337.853
CC1C2(C)CC3CC24CC3C14C,249.433,263.1,422.134,1.027,41.767,337.114
CCCCC12C(C)C13CC2(C)C3C,249.974,249.188,449.909,0.939,42.652,338.048
CCCCC1CC12CC21CC12CC2,249.99,260.317,438.31,1.037,42.162,338.172
CCCC12CC1(C)C2(C)CC,250.081,209.947,421.585,0.87,43.253,338.767
CCCC1(C)C2(C)CC12CC,250.081,209.947,421.585,0.87,43.253,338.767
CC12C3C4C1C1(C)C4C3(C)C21,250.125,254.892,382.935,1.161,40.625,335.671
CC1C2(C)CCC3C(C)(C)C312,250.18,248.597,404.783,0.911,42.311,337.439
CCC12CC3(C)CC1(C3)C1CC1(C)C2,250.524,279.111,465.005,1.018,42.189,337.829
CCCC12C3C1C32C(C)CC,250.552,208.315,402.908,0.976,42.437,337.941
CC(C)C12CC(C(C)(C)C)(C1)C2,250.658,251.754,426.549,0.866,43.171,338.25
CCCCCCC12C3C4C1C432,250.691,209.608,399.381,1.082,41.765,337.738
CC12CCC(C(C)(C)C)(C1)C2,250.774,249.368,418.602,0.86,43.158,338.395
CCCC(C)CC12CC34CCC31C2C4,250.832,252.629,455.316,1.034,42.283,338.205
CCC12CC(C)C1(C(C)C)C2,250.952,216.702,420.313,0.885,43.175,338.461
CC1C(C)C23C(C)C2(C(C)C)C13,250.983,237.495,417.536,0.939,42.367,337.257
CCCC12C(C)C1(CC)C2C,251.001,191.682,425.791,0.896,43.221,338.642
CC(C)CC1C2(CC2)C12CC2,251.548,224.34,402.837,0.957,42.517,338.259
CCCCC(C)C12CC1(C)C2,251.628,224.797,415.417,0.86,43.23,338.677
CC1CC2(C)C(C)C3(C)CC1(C)C23C,251.663,283.149,462.801,0.903,42.583,337.484
CCC12C(C)CC(C)C13CC23,251.879,221.94,417.665,0.976,42.425,337.893
CC(C)C12CC1(C(C)(C)C)C2(C)C,252.468,264.508,432.934,0.843,43.117,337.874
CC1C2C3(CC4CCC4)CC123,252.476,208.691,403.814,1.082,41.812,337.928
CCC1CC12C1(C)C(C)C12C(C)C,252.702,253.594,432.229,0.934,42.541,337.608
CCC1(C)CC2(C)C(C)C12C,252.878,230.065,418.924,0.846,43.096,338.152
CCC12CC1(C)C(C)C2(C)C,252.878,230.065,418.924,0.846,43.096,338.152
C1CC2(C1)CCC21CCC12CCC2,253.006,281.056,459.788,1.043,42.221,338.409
C1CCC23CCC24CCCCC34C1,253.006,281.056,459.788,1.043,42.221,338.409
CC1C2C3C12C3(C)C(C)(C)C,253.084,239.447,389.734,0.922,42.23,337.116
CCC(C)CCC1C2(C)C3(C)CC132,253.378,243.467,430.986,0.919,42.642,338.008
CCC1CC12CC21CC12CC21CC1CC,253.489,283.135,457.336,1.106,41.766,337.572
CCCC12CC1(CCC)C2C,253.607,193.013,430.2,0.896,43.311,338.994
C1CCC2(CC1)C13C4CCCC1C423,253.757,280.202,446.184,1.154,41.478,337.56
CCC12C(C)C(C)C1(C)C2C,253.798,214.324,423.176,0.87,43.064,338.026
CC(C)(C)C12CC(C(C)(C)C)(C1)C2,253.989,268.954,442.897,0.867,43.198,338.192
CC1CCC12CCC21CCC12CCC21CC1,254.128,307.667,494.955,1.082,41.973,337.944
CCC1C2C34C5CC53C24C1(CC)C(C)C,254.184,267.625,445.805,1.1,41.655,337.124
CC(C)C12CCC3(CC3)C1C2,254.437,243.464,416.661,0.963,42.47,338.072
C1C2CC34C5CC6(CC(C5)(C6)C23)C14,254.509,279.343,431.778,1.295,40.719,336.673
C1C2C3CC45CC26CC4C1C3(C6)C5,254.509,279.343,431.778,1.295,40.719,336.673
C1C2CC34CC5C6CC3(CC15C4)C26,254.509,279.343,431.778,1.295,40.719,336.673
C1C2CC34CC5CC6(CC5C1C263)C4,254.509,279.343,431.778,1.295,40.719,336.673
C1C2CC34CC5C1C1(CC2C53C1)C4,254.509,279.343,431.778,1.295,40.719,336.673
CC1CC2(CC2)CC2(CC2)C1,254.613,248.894,429.433,0.963,42.568,338.462
CC1CCCC2(CC2)C12CC2,254.613,248.894,429.433,0.963,42.568,338.462
CC1CCC12CCC1(CC1)C2,254.613,248.894,429.433,0.963,42.568,338.462
CC1CCCC23CCC12CC3,254.613,248.894,429.433,0.963,42.568,338.462
CC1CC2(C1)CC1(CCC1)C2,254.613,248.894,429.433,0.963,42.568,338.462
CC1CCC23CCCCC12C3,254.613,248.894,429.433,0.963,42.568,338.462
CC(C)C12CCC3(C(C)C)CC13CC2,254.631,273.624,460.313,0.938,42.732,338.074
CC1C2CC3(C)CC4(C2)CC1(C)C34C,254.68,292.038,463.217,0.986,42.058,337.304
CC1C2CC34CC2(C)CC(C)(C3)C14C,254.68,292.038,463.217,0.986,42.058,337.304
CCC(C)(C)C1C2(C)CC12C,254.715,256.351,405.939,0.832,43.074,338.065
CC(C)(C)CC1(C)CC12CC2,254.939,222.706,415.162,0.856,43.233,338.689
CC(C)C(C)C1(C)C2(C)C3C(C)C312,254.945,250.754,427.823,0.919,42.532,337.572
CC1CC1C1CC1C12CC13C(C)C23C,254.954,281.935,439.594,1.114,41.469,336.902
CC(C)C1(C(C)C)CC12CC2,255.067,229.497,407.505,0.856,43.14,338.324
CCCC1CC12CC21CC1C,255.173,228.633,410.744,0.957,42.488,338.144
C1C2CC34C5CC6C7CC53C7C24C16,255.26,278.478,416.47,1.468,39.941,335.732
C1CC23C1C1C4CC5CC6C2C13C546,255.26,278.478,416.47,1.468,39.941,335.732
CCC(C)C1C2C3(CC)CC45C1C24C35C,255.348,275.722,451.689,1.163,41.694,337.281
CC1C2CCCCC23C2CC123,255.364,247.825,413.973,1.074,41.7,337.475
CCCCCC12CC1(C)C2C,255.435,209.844,426.72,0.87,43.257,338.783
CC1(C)C2CC3CC4(C2)CC41C3,255.616,268.574,431.899,1.027,41.84,337.408
CC12CC3CC4(C)CC4(C1)C3C2,255.616,268.574,431.899,1.027,41.84,337.408
CC12CC3CC4CC(C)(C1)C34C2,255.616,268.574,431.899,1.027,41.84,337.408
CC1CCC2(C)C1C1(CC1)C21CC1,255.676,275.171,451.094,1.025,42.042,337.691
CC12CC3CC4(C)CC(C)(C1)C4(C3)C2,255.927,292.531,466.574,0.996,42.136,337.617
CC1CC12C1C3C(C12)C31CC1,256.116,246.748,397.468,1.219,40.808,336.426
CCCCC12CC1(CCC)C2,256.214,194.332,434.531,0.901,43.401,339.346
CC(C)C12CC1(C)CCC2C,256.355,236.933,422.195,0.86,43.109,338.203
CC1(C)CC23CC2(C)CCC13,256.363,254.641,415.251,0.916,42.39,337.754
CC1(C)C2(C)CCC3CCC312,256.363,254.641,415.251,0.916,42.39,337.754
CC12CCC3C(C)(C)C31CC2,256.363,254.641,415.251,0.916,42.39,337.754
CC12CC3CC4CC5C1C32C45C,256.367,267.643,416.599,1.145,41.028,336.455
CC12CCC(C)(CC1)C2(C)C,256.723,256.933,432.02,0.837,43.109,338.203
C1CC2C34C(C1)C23C4C1C23C4CCCC2C413,257.115,314.886,456.113,1.461,40.205,336.111
CCC12CC3(CC1C)CC(C)C32C,257.127,259.325,459.444,0.943,42.632,337.969
CCC1CCC2(C1)CC21CC12CC2,257.143,269.722,448.3,1.043,42.142,338.092
CCC1CC12CCC1(C2)CC12CC2,257.143,269.722,448.3,1.043,42.142,338.092
CC1CC2C3(C(C)C)CC23C1C,257.166,244.014,427.483,0.944,42.44,337.547
CC1C2C3CC(C)(C)C4(CC4)C132,257.175,260.917,420.69,1.008,41.767,337.114
CC1CC2CC23CC3(C)C1C,257.283,241.494,419.567,0.945,42.358,337.626
CC1CC12CC1(C)CC1C2C,257.283,241.494,419.567,0.945,42.358,337.626
CC1C(C)C2(C)C3CCC12C3,257.283,241.494,419.567,0.945,42.358,337.626
CC1CC(C)C23CC2CC13C,257.283,241.494,419.567,0.945,42.358,337.626
CC1CC2(C)C(C)CC23CC13,257.283,241.494,419.567,0.945,42.358,337.626
CC1C(C)C23CCC2CC13C,257.283,241.494,419.567,0.945,42.358,337.626
CC1C2C(C)C23CCC1(C)C3,257.283,241.494,419.567,0.945,42.358,337.626
CC1CC2(C1)C(C)CC21CC1C,257.343,249.423,439.715,0.944,42.53,337.905
C1CCC(C23C4C5C2C543)CC1,257.363,247.423,401.851,1.229,40.91,336.846
CC12CC3C(C1)C3(C)C2(C)C,257.475,255.922,416.728,0.916,42.26,337.235
CC1CC2(C)CC3(C)CC1C23C,257.535,263.112,437.102,0.923,42.44,337.547
CC1CC2(C)CC3CC1(C)C32C,257.535,263.112,437.102,0.923,42.44,337.547
CC1CC23CC(C)C2(C)CC1(C)C3,257.594,269.959,455.908,0.924,42.592,337.81
CCCCC1CC12CC21CC1,257.78,229.663,415.43,0.963,42.579,338.506
CC1C23CC4C5CC6C2(C)CC(C)(C41C)C56C3,257.801,316.601,489.392,1.12,41.349,336.651
CC1C2C3CC34C(C)(C)C43C1C23,257.926,259.934,404.648,1.121,40.953,336.147
CC(C)C1C23CC12C(C)(C)C3C,258.011,251.841,410.876,0.961,42.462,337.635
CCC12CCC1C21CC(C)C1,258.062,229.186,427.606,0.982,42.504,338.208
CC12C3C1C1C3C1(C)C2(C)C,258.226,254.904,400.415,1.015,41.387,336.206
CCCCC1C2CC34CC13C24,258.531,228.44,399.027,1.067,41.711,337.519
CCC12CCC(C)(CC13CC3)C2(C)C,258.625,279.121,477.627,0.929,42.759,338.181
CC1CC2C34CC(C)C3(C)C(C)(C4)C12C,258.657,292.921,475.433,0.978,42.135,337.225
CCC1CC23CCC(C)C12C3,258.75,234.568,416.385,0.963,42.476,338.096
CC1CC1C1CC12CC21CC1C,258.827,262.079,422.859,1.054,41.846,337.432
CC(C)C1(C)C(C)C23C(C)C2(C)C13,258.977,257.442,433.843,0.905,42.442,337.215
CCCC1(C)C2(C)C(C)C12CC,258.994,218.465,441.575,0.866,43.229,338.478
CCCC12C(C)C1(CC)C2(C)C,258.994,218.465,441.575,0.866,43.229,338.478
CCC12CCCC1(C)C2(C)C,259.061,236.922,428.816,0.851,43.175,338.461
CC1C(C)C2(C)C(C)CC12C,259.202,234.871,425.036,0.846,42.998,337.767
CC1CC(C)C2(C)C(C)C12C,259.202,234.871,425.036,0.846,42.998,337.767
CC(C)(C)C12CC3C4C5C1C45C32,259.271,259.662,402.281,1.17,40.952,336.143
CCCC12CC(C34CC(CCC)(C3)C4)(C1)C2,259.306,278.189,502.812,1.025,42.551,338.548
CC(C)C(C)C12CC13CCC2C3,259.318,243.209,431.099,0.966,42.61,338.223
CC1C2(C)CC2(C)C2C(C)(C)C12C,259.345,274.935,443.22,0.887,42.442,337.215
C1CC1C1(C2CC2)CC12CC2,259.417,240.363,410.425,1.067,41.821,337.964
CC1CC2(C(C)(C)C)CCC12C,259.687,255.886,438.827,0.857,43.142,338.137
CCC(C)C12CCC3(C1)C(C)CC23C,259.903,271.873,466.284,0.929,42.722,338.034
CC(C)C(C)C1(C)CC12CC2,260.065,226.419,414.395,0.86,43.214,338.614
CCCC(C)C(C)C12CC1(C)C2,260.267,231.833,435.439,0.871,43.287,338.705
C1CC23CCCC24CCCC42CCCC32C1,260.311,311.701,502.242,1.087,42.028,338.165
C1CC2(C1)C1(CCC1)C1(CCC1)C21CCC1,260.311,311.701,502.242,1.087,42.028,338.165
C1CC12CC1(CC1)CC1(CC1)CC1(CC1)C2,260.311,311.701,502.242,1.087,42.028,338.165
CC(C)CC1CC23CC2(C)C13,260.401,223.086,402.837,0.945,42.386,337.738
CCCC12CCC13CCCC23,260.669,230.213,431.983,0.982,42.596,338.573
CCC12CCCC1(CC)C2C,260.76,207.762,440.52,0.901,43.287,338.9
CC(C)CC1(C)CC2(C)CC12C,260.772,234.462,436.393,0.844,43.195,338.344
C1CCC2(CC2)C2(CC1)CC2,260.796,254.926,438.916,0.969,42.648,338.78
C1CCC23CCCC2(C1)CC3,260.796,254.926,438.916,0.969,42.648,338.78
C1CCC23CCCCC2(C1)C3,260.796,254.926,438.916,0.969,42.648,338.78
C1CC23CCCC2(C1)CCC3,260.796,254.926,438.916,0.969,42.648,338.78
C1CCC2(CC1)CCC21CC1,260.796,254.926,438.916,0.969,42.648,338.78
