SMILES,TARGET_fp,TARGET_Tm,TARGET_Tb,TARGET_density,TARGET_mcvh,TARGET_ISP
C1CC23CC4C1CC15CC1C2C3C45,293.242,275.03,452.697,1.286,40.601,336.184
C1CC23C4CC1C15CC4C2C1CC53,293.242,275.03,452.697,1.286,40.601,336.184
C1C2CC3C4C5CC6(C2CC1C56)C34,331.975,270.584,471.966,1.286,40.483,335.696
C1C2C1C13CCC4(CC14)C1(CC21)C3,254.509,279.343,431.778,1.295,40.719,336.673
C1CCC23CC4(C1)C1CC2C1CC43,292.49,275.915,465.953,1.154,41.362,337.088
C1C2CC3(C2)CC24CC2C1C1C3C14,293.242,275.03,452.697,1.286,40.601,336.184
C1CC2C3CC24CCC2C1C3CC24,331.224,271.497,484.242,1.154,41.245,336.611
C1C2CC3CC4(CC1C4)C1C(C2)C31,331.224,271.497,484.242,1.154,41.245,336.611
C1C2CC1C13CCC4(C1)C2CCC34,292.49,275.915,465.953,1.154,41.362,337.088
C1CC2CC34CC1C2C1(CC1C3)C4,292.49,275.915,465.953,1.154,41.362,337.088
C1CC23CC4(CC5CC2(C1)C5C4)C3,253.757,280.202,446.184,1.154,41.478,337.56
C1C2CC34CC2CC32CC1C(C4)C2,292.49,275.915,465.953,1.154,41.362,337.088
C1C2CC3C2C2C1C1CC4C3C42C1,331.975,270.584,471.966,1.286,40.483,335.696
C1C2CC23CCC24CC5CC2C34C15,254.509,279.343,431.778,1.295,40.719,336.673
C1CC2C3C4CC5CC3C5(C1)C2C4,331.224,271.497,484.242,1.154,41.245,336.611
C1CC(C23CCC4CC4C(C2)C3)C1,325.536,267.663,491.481,1.049,42.007,337.55
C1C2C3C4C5C6CC14C2C65C31CC1,255.26,278.478,416.47,1.468,39.941,335.732
C1C2C3C4CC5(CC5C43)C3(CC3)C12,293.242,275.03,452.697,1.286,40.601,336.184
C1CC2CC3CCC(C1)(C2)C31CC1,291.739,276.795,478.527,1.043,42.106,337.948
C1C2CC13CC21C2C(CC14CC4)C23,254.509,279.343,431.778,1.295,40.719,336.673
C1C2C3CC4C(CC5(CC5)C3)C4C12,331.224,271.497,484.242,1.154,41.245,336.611
C1C2CC3(CC3)C34C1C1CC3C4C21,293.242,275.03,452.697,1.286,40.601,336.184
C1CC2C1CC1(CCC3CC32)CC1,330.472,272.404,495.932,1.043,41.99,337.482
C1CC1C1CC23CC4C5C2CC3C145,287.791,281.695,441.844,1.305,40.635,336.325
C1CC2CC3CC4CCC35C(C1)C245,292.49,275.915,465.953,1.154,41.362,337.088
C1CC23CC14CC21C2CC45C(C35)C21,216.527,282.69,392.038,1.468,40.06,336.232
C1CC23CC1CC14C5CC(C2C51)C34,293.242,275.03,452.697,1.286,40.601,336.184
C1CC23CC45C6CC7C4C5C2C73C16,255.26,278.478,416.47,1.468,39.941,335.732
C1C2CC1C13C4CCC45CC1C23C5,254.509,279.343,431.778,1.295,40.719,336.673
C1C2CC3C1C1CC4(CCC4C31)C2,331.224,271.497,484.242,1.154,41.245,336.611
C1CC23CCC4(C1)C1CC2CC1C34,292.49,275.915,465.953,1.154,41.362,337.088
C1CC2C1C1CC3C4C5CC1(C25)C34,331.975,270.584,471.966,1.286,40.483,335.696
C1CC2C1CC1C3CC4CC(C4)C231,331.224,271.497,484.242,1.154,41.245,336.611
C1CC2C3(C1)CC1C4CC3CCC412,292.49,275.915,465.953,1.154,41.362,337.088
C1CC(C2CC34CCCC2(C3)C4)C1,286.288,283.38,468.784,1.049,42.139,338.08
CC12C3C4C5C6C7CC1(CC65C32)C74,264.113,277.619,416.47,1.443,39.825,335.244
CC12C3C1C1(CC1)C14CC(CC21)C34,263.362,278.489,431.778,1.267,40.605,336.201
CC12C3C4C5CC16CC2C1(C5C16)C43,264.113,277.619,416.47,1.443,39.825,335.244
CC12C3CCC4(C)C1C2C1C3C14C,280.316,277.64,446.184,1.103,41.14,336.182
CC12C3C4C5C46CC4C(C)(C16)C54C32,234.233,281.017,392.038,1.419,39.829,335.261
CC12CC3C4CC(C1)C1(C)C(C43)C21,310.196,274.161,465.953,1.117,41.136,336.166
CC12C3CC45CCC6(CC6C31)C42C5,224.628,282.7,408.9,1.267,40.722,336.685
CC12C3CCC45CC1C2(C)C4(C3)C5,232.73,282.71,424.674,1.117,41.369,337.117
CC12C3C4CCC56C(CC1C25C4)C36,263.362,278.489,431.778,1.267,40.605,336.201
CC12C3CCCC4CCC1C42CC3,300.592,275.926,478.527,1.031,41.994,337.498
CC12CC13C1CC45CC1C2CC43C5,224.628,282.7,408.9,1.267,40.722,336.685
CC12CC13CC1C4CCC15C(C52)C43,263.362,278.489,431.778,1.267,40.605,336.201
CC1(C)CC23CC(C2)CC12CC32C,248.573,280.818,438.147,0.99,42.002,337.53
CC12CC13CCC1C4CCC3CC412,262.61,279.353,446.184,1.139,41.366,337.104
CC12CC13CCC1C(CC13)C1CC12,301.343,275.04,465.953,1.139,41.249,336.627
CC12CC1C13CC45CC4C1(CC25)C3,224.628,282.7,408.9,1.267,40.722,336.685
CC12CC1C1C3C4CC15CC25CC43,263.362,278.489,431.778,1.267,40.605,336.201
CC12CC1C1C3CCC4(C)C1C24C3,271.463,278.499,446.184,1.117,41.253,336.644
CC12CC1C1CC13C1CC1C1C2C13,302.095,274.15,452.697,1.267,40.487,335.712
CC12CC1C1(C)C3CC4CC42C31C,241.583,281.876,424.674,1.103,41.257,336.66
CC12CC34CC(CC1C2C1CC13)C4,301.343,275.04,465.953,1.139,41.249,336.627
CC12CC3C1C1C4C1C1CC4C13C2,302.095,274.15,452.697,1.267,40.487,335.712
CC12CC3C4C5C6CC5C(C6C31)C42,340.828,269.676,471.966,1.267,40.369,335.223
CC1(C)CC2CC3C4CC3(C)C1C24,326.04,272.152,477.381,0.99,41.771,336.601
CC12CC3C4(C1)C1CCC34C23CC13,224.628,282.7,408.9,1.267,40.722,336.685
CC12CCCCC3CC1C1C(C2)C31,339.325,271.507,495.932,1.031,41.879,337.036
CC12CC3C4C5CCCC31CCC542,262.61,279.353,446.184,1.139,41.366,337.104
CC12CC3C4CC5CCC41CCC532,262.61,279.353,446.184,1.139,41.366,337.104
CC12CC3CCCC4CC1(C3)CC42,300.592,275.926,478.527,1.031,41.994,337.498
CC12CC3CC4CCCC41CC3C2,300.592,275.926,478.527,1.031,41.994,337.498
CC12CC3CC1C1CC1CC31CC21,301.343,275.04,465.953,1.139,41.249,336.627
CC12CC3CC3C13CCC1(CC12)C3,262.61,279.353,446.184,1.139,41.366,337.104
CC12CC3CC4C3C35CC3CC41C52,263.362,278.489,431.778,1.267,40.605,336.201
CC12CCC3CC4CC3CC1(C)C42,309.445,275.051,478.527,1.019,41.883,337.052
CC12CC3CC4C1CC4C1(CC1)C32,301.343,275.04,465.953,1.139,41.249,336.627
CC12CC3CC(C1)C1CCC2C1C3,339.325,271.507,495.932,1.031,41.879,337.036
CC12CC3(C)C4CC3(C1)C1CC2C41,271.463,278.499,446.184,1.117,41.253,336.644
CC12CC3CCC14CCCCC3C24,300.592,275.926,478.527,1.031,41.994,337.498
CC12CCC3C4CCCC1C4C3C2,339.325,271.507,495.932,1.031,41.879,337.036
CC12CC3CCC1C31C3CC(C3)C21,301.343,275.04,465.953,1.139,41.249,336.627
CC12CC3(CCC1C3)CC1CCC12,300.592,275.926,478.527,1.031,41.994,337.498
CC12CC3CCC45CC(C4)C1C2C35,301.343,275.04,465.953,1.139,41.249,336.627
CC12CCC1C13CC2(CC12CC2)C3,223.877,283.54,424.674,1.139,41.482,337.577
CC12CC(C1)C1CCCC2C1(C)C,317.547,275.062,490.486,0.924,42.502,337.453
CC12CCC34C5C6CC3(CC65C1)C24,224.628,282.7,408.9,1.267,40.722,336.685
CC12CCC3C(C4CC4)C1CCC32,333.875,278.334,486.871,1.037,41.912,337.168
CC12CCC3C4CC1C1CC1C4C32,340.077,270.595,484.242,1.132,41.133,336.154
CC12CCC3C4CC5(CC35)C1(C)C42,271.463,278.499,446.184,1.117,41.253,336.644
CC12CCC3CCC1C32C1CCC1,295.656,271.301,473.745,1.031,42.011,337.566
CC12CCC(C1)C13CC(C1)C2(C)C3,270.712,279.363,459.788,1.019,41.998,337.514
CC12CCCC(C1)C2(C)C1CCC1,311.499,269.252,484.822,0.924,42.629,337.957
CC1C23CC4C5C2CC2CC3C2C451,291.995,274.473,449.143,1.276,40.514,335.824
CC1C2CC34C(C)C13C1CC4(C)C21,255.18,273.722,433.191,1.117,41.212,336.476
CC1C2(C)CC3C4CCC5(CC25)C431,261.363,278.812,442.533,1.124,41.28,336.754
CC1C23CC45CC4(C)C1(C2)C1C3C15,223.381,282.172,404.643,1.257,40.636,336.329
CC1C23CC4CC5(CC15C4)C(C2)C3,252.51,279.664,442.533,1.139,41.393,337.214
CC1C2(C)CC3CC2CC2(C)CC312,269.465,278.823,456.336,1.007,41.913,337.172
CC1C23CC4(C)C2CC2C3(C)CC214,231.483,282.182,420.685,1.11,41.284,336.77
CC1C23CC4CCC56C(CC2C415)C36,253.262,278.802,427.904,1.276,40.632,336.313
CC1C23CCC2CC1(C1CC1)CC3,285.556,271.631,470.486,1.037,42.038,337.675
CC1C23CCC4CC(C2)C(C)(C)C413,264.529,274.292,451.094,1.013,41.93,337.241
CC1CC23CC4(C)CC1(C4)C2C3C,249.493,269.948,442.08,1.019,41.974,337.418
CC1C2C3(C)CC4CC3CCCC412,294.409,270.73,470.486,1.025,41.926,337.225
CC1C2C1C13CC24CCC1C3C4C,285.06,270.145,453.995,1.132,41.208,336.46
CC1C2C3C4CC3C3CC4C3(C)C12,333.894,265.198,476.39,1.132,41.064,335.872
CC1C2C3CC4CC4(C)C(C)(C3)C12,303.262,269.823,470.486,1.013,41.815,336.778
CC1C2C3CC(C)(C)C(C)(C3C)C12,317.858,267.166,478.555,0.896,42.351,336.853
CC1C2CC34CC5C6CC2C3(C65)C14,291.995,274.473,449.143,1.276,40.514,335.824
CC1C2C3C1C(C)(CC3(C)C)C2C,322.794,271.923,483.245,0.896,42.335,336.789
CC1C2CC34C5CC3C(C25)C2C1C24,330.728,270.009,468.683,1.276,40.396,335.335
CC1C2C3CC34CC2(C)C2C1C24C,265.28,273.397,436.983,1.117,41.184,336.362
CC1C2C3CC4C3C35CCC14C3C25,287.059,269.801,443.743,1.286,40.531,335.894
CC1C2C3C4C3C1(C)C21CCCC41,295.16,269.812,457.48,1.132,41.181,336.35
CC1C2C3C4C5(C)CC23C(C)C14C5,260.116,278.27,438.827,1.11,41.195,336.407
CC1C2C3C4CC3C13CC2(C)C3C4,300.096,274.483,462.588,1.124,41.164,336.28
CC1C(C)C2C3C4CC45CC1C23C5,280.124,265.327,448.702,1.139,41.225,336.529
CC1C2C3CC4C5CC(C35)C2C14C,333.894,265.198,476.39,1.132,41.064,335.872
CC1C2C3CC14C(C)C4C2C3(C)C,309.757,267.154,465.982,0.985,41.73,336.435
CC1C2C3C4CC4C(C)C4(CC24)C13,318.858,260.565,468.277,1.139,41.108,336.051
CC1C2C3CC3C3CC4C2C4C13C,333.894,265.198,476.39,1.132,41.064,335.872
CC1C2C3CC3(C)C34CC3CCC124,256.427,274.282,436.983,1.132,41.297,336.823
CC1C2C3CC4C12CC31C(C)C41C,250.244,269.025,427.423,1.124,41.229,336.546
CC1C2C3CC1C1(C)C4CC2C3C41,333.894,265.198,476.39,1.132,41.064,335.872
CC1C2CC3C4CCC5(C24)C1C35C,295.16,269.812,457.48,1.132,41.181,336.35
CC1C2C3CCC4CC(C3)CC2C41,367.958,267.288,509.397,1.031,41.791,336.681
CC1C2C3CC4C2CC4C2C(C3)C12,368.71,266.348,498.349,1.139,41.043,335.786
CC1CC2(C1)CC13CCC2C1C3C,279.373,266.274,462.171,1.031,41.97,337.402
CC1CC23CCC4C2C(C)C3(C)C14,288.226,265.339,462.171,1.019,41.859,336.955
CC1C2C3CCC45CC3(C4)CC12C5,247.574,275.161,436.983,1.147,41.41,337.284
CC1C2C34CCC15C(C3)C4CC25C,261.363,278.812,442.533,1.124,41.28,336.754
CC1C2C3CCC4CC4(C1C)C32C,288.226,265.339,462.171,1.019,41.859,336.955
CC1C2CC13C1CC2C1CC3(C)C,315.94,272.479,474.17,0.99,41.798,336.709
CC1C2CC13C1(C)CC2(C1)C3(C)C,239.585,282.192,435.74,0.996,41.917,337.188
CC1C2CC13CC1C(C)C2(C3)C1C,287.998,275.138,468.813,1.013,41.852,336.927
CC1C2CCC3C4CC4CC3C1C2,367.958,267.288,509.397,1.031,41.791,336.681
CC1C2CCCC(CC3CC3)C1C2,365.006,240.101,505.586,0.939,42.59,337.802
CC1C2CC3CC4CC2(C4)C32CC12,286.307,270.719,457.48,1.147,41.293,336.807
CC1C2CCC34CC2(C3)CC42CC12,247.574,275.161,436.983,1.147,41.41,337.284
CC1C2CC23CC2CC4CC43C21C,256.427,274.282,436.983,1.132,41.297,336.823
CC1C(C)C2CC2CC1C1CCC1,350.638,265.157,500.474,0.949,42.504,337.461
CC1C2CC34CC3CC2C2CCC124,291.243,275.361,462.588,1.139,41.276,336.737
CC1CC23C4CC5(CC2C15)C3C4C,285.06,270.145,453.995,1.132,41.208,336.46
CC1C2CC34CCC56C(CC13C54)C26,253.262,278.802,427.904,1.276,40.632,336.313
CC1C2CC3C45CC6CC4C13C6C25,291.995,274.473,449.143,1.276,40.514,335.824
CC1C2CC3C4CCC5C3C5C4C12,363.774,261.399,493.942,1.147,41.06,335.855
CC1C2CC3C4CC4C24CCC13C4,291.243,275.361,462.588,1.139,41.276,336.737
CC1C2CC3C1CC3(C1CC1)C2C,313.17,256.423,475.996,1.037,41.872,337.007
CC1C2CC3CC2C12CC1C(C2)C31,325.041,266.135,476.39,1.147,41.177,336.333
CC1C2CC3CC4CC12C31CC41C,256.427,274.282,436.983,1.132,41.297,336.823
CC1C2CC3CCC4C1(C)C4(C)C32,303.262,269.823,470.486,1.013,41.815,336.778
CC1C2(C)CC13CC1C2C1C31CC1,261.363,278.812,442.533,1.124,41.28,336.754
CC1C2CCC3C4C15CC(C5)C34C2,286.307,270.719,457.48,1.147,41.293,336.807
CC1C2CCC3CC14CC(CC32)C4,329.225,271.836,492.957,1.031,41.906,337.144
CC1C2(CCCC2)C12CCC1CC12,285.556,271.631,470.486,1.037,42.038,337.675
CC1CC2C(C)C2C(C2(C)CC2)C1,329.013,254.148,486.974,0.924,42.491,337.409
CC1CC12C1CC34CCC(C1C3)C42,286.307,270.719,457.48,1.147,41.293,336.807
CC1CC12CCC1C3CC3CCC12,324.289,267.076,488.451,1.037,41.923,337.213
CC1CC2(C)CC(C2)C2(C1)CC2C,292.411,271.071,479.695,0.929,42.572,337.731
CC1CC1C12CC1C1C(C)C1C2C,306.987,250.455,467.869,1.031,41.804,336.734
CC1(C2C3CC4C(C)(C3)C24C)CC1,287.306,276.55,458.55,0.99,41.886,337.064
CC1(C2CC3CC4(C)CC3C24)CC1,312.251,268.324,472.576,1.007,41.899,337.116
CC1CC1C1CCC2C(C1)C2(C)C,343.535,271.204,489.946,0.919,42.464,337.302
CC1CC23C4CC5CC(C1C42)C53C,295.16,269.812,457.48,1.132,41.181,336.35
CC1CC2(CC2)C23CC1(CC2C)C3,250.512,279.985,452.835,1.025,42.052,337.731
CC1CC23CC4(C2)C2CCC(C23)C14,291.243,275.361,462.588,1.139,41.276,336.737
CC1CC23CC4CC2(C)C2C(C3)C142,261.363,278.812,442.533,1.124,41.28,336.754
CC1CC23CC4C5C1C2C5C1C4C13,325.792,265.187,463.702,1.276,40.413,335.405
CC1CC23CC4CC4(C2)C1C3(C)C,264.529,274.292,451.094,1.013,41.93,337.241
CC1CC23CCC14CCC2C3C4C,289.245,275.692,472.094,1.025,41.937,337.269
CC1(C)C23CCC1(C1CC1)C(C2)C3,265.776,274.85,454.62,1.019,42.015,337.582
CC1CC23CC(C2)C2CC(C3)C12C,299.345,275.372,475.332,1.019,41.91,337.16
CC1CC23CCCC2C2CCC12C3,285.556,271.631,470.486,1.037,42.038,337.675
CC1CC2C1C1CC2(C)C2CC12C,303.262,269.823,470.486,1.013,41.815,336.778
CC1(C)C2C3CCC4CC3C(C4)C21,355.92,268.535,494.865,1.002,41.767,336.585
CC1CC2C3C4CC15CCC4C5C23,325.041,266.135,476.39,1.147,41.177,336.333
CC1CC2C3C4CC3(C1)C1C2C41C,295.16,269.812,457.48,1.132,41.181,336.35
CC1(C)C2C3C4CCC4C14CC4C32,317.938,272.141,464.746,1.103,41.136,336.166
CC1CC2C3C4CC25CCC5C1C43,329.977,270.926,481.121,1.139,41.16,336.264
CC1CC2C3C4CC5CC4C5C23C1,325.041,266.135,476.39,1.147,41.177,336.333
CC1CC2C3C4CCC25CC43CC15,286.307,270.719,457.48,1.147,41.293,336.807
CC1CC2C3C4CCC5C(C42C)C153,295.16,269.812,457.48,1.132,41.181,336.35
CC1CC2C3CC24CC(C)C3C1C4,327.978,271.267,489.946,1.025,41.822,336.806
CC1CC2C3CC(C3)C3CCC3C12,363.022,262.372,505.187,1.037,41.807,336.746
CC1C2CC(C)C3(C2)C2CCC1C23,318.106,261.544,480.735,1.031,41.855,336.939
CC1CC2CC13CCCC2C3(C)C,302.511,270.741,482.835,0.929,42.545,337.624
CC1CC2CCCCC3(C2)CC13C,293.658,271.642,482.835,0.939,42.655,338.06
CC1CC2CC3(C)C1C2(C)C3(C)C,281.483,273.418,464.435,0.905,42.439,337.203
CC1CC2(C)C13CCC1(C3)CC12C,225.796,278.627,430.032,1.013,42.045,337.703
CC1CC2CC3CCC(C2)C12CC32,329.225,271.836,492.957,1.031,41.906,337.144
CC1CC2CC3(C)CCC2CC3C1,337.327,271.847,504.247,0.934,42.525,337.544
CC1(C)C2CCC13C1CCCC2C13,309.445,275.051,478.527,1.019,41.883,337.052
CC1CC2(C)CC3C4CC1(CC34)C2,294.409,270.73,470.486,1.025,41.926,337.225
CC1(C)C2CCC1CC1(CCC1)C2,308.694,275.936,490.486,0.934,42.612,337.889
CC1(C)C2CCC3CC4C2C4C31C,318.298,274.171,478.527,1.002,41.771,336.601
CC1CC2CC(C)C23CCC1(C)C3,287.475,266.285,474.936,0.934,42.588,337.794
CC1CC2(C)CC(C)C3C1CC32C,301.264,270.167,479.695,0.919,42.462,337.294
CC1CC2(C)CCC(C)(C)CCC12,318.354,268.683,493.517,0.839,43.15,338.004
CC1C(C)C12CC1CC1C1CC2C1,318.106,261.544,480.735,1.031,41.855,336.939
CC1CCC2(C1)CC2C1C(C)C1C,305.721,264.344,475.521,0.949,42.551,337.648
CC1CCC1CC1(C)CC2CC2C1,337.244,230.806,491.762,0.934,42.635,337.981
CC1CCC23C1C1CC2C3(C)C1C,293.162,270.156,467.183,1.013,41.842,336.887
CC1(C)CC23CC1C1(CCC2C1)C3,278.453,277.416,458.55,1.002,41.998,337.514
CC1(C)CC23CCC2C2CC3CC21,309.445,275.051,478.527,1.019,41.883,337.052
CC1CCC23CCC4CC4(CC2)C13,285.556,271.631,470.486,1.037,42.038,337.675
CC1CCC2C3C4CC(C4)CC1C23,363.022,262.372,505.187,1.037,41.807,336.746
CC1CCC2C3C4C5CCC34CC125,286.307,270.719,457.48,1.147,41.293,336.807
CC1CCC2C3CCC2C3C12CC2,329.225,271.836,492.957,1.031,41.906,337.144
CC1(C)CC2CC34CC3CCC2C14,317.187,273.044,477.381,1.002,41.883,337.052
CC1C(C)C2(C)C3CC14CC3CC42,288.226,265.339,462.171,1.019,41.859,336.955
CC1CCC2CC3(C)CC(C1)CC23,332.391,267.087,499.946,0.939,42.541,337.608
CC1CCC2CC(CC2(C)C)C1C,342.051,259.36,502.862,0.843,43.08,337.729
CC1(C)CCC23CC4CC2C1C3C4,309.445,275.051,478.527,1.019,41.883,337.052
CC1CC(C)C23CCCC12C3(C)C,265.336,267.878,454.651,0.91,42.592,337.81
CC1CC(C)C2C3CC4CC1C32C4,318.106,261.544,480.735,1.031,41.855,336.939
CC1(C)CCC2CC(C3CC3)C2C1,349.718,276.383,497.382,0.924,42.531,337.568
CC1CCCCC1C1(C2CC2)CC1,321.407,255.796,490.022,0.943,42.685,338.179
CC1CCCCC2C3CCC2(C1)C3,323.538,268.012,499.946,0.949,42.652,338.048
CC1CCC(C)(C)CC1CC1CC1,346.033,236.143,494.916,0.843,43.215,338.258
CCC12C3C4CCC15CC(C4)(C5)C32,257.207,264.574,444.478,1.17,41.423,337.337
CCC12C(C)C3C4CCC3C1C2C4,332.675,255.215,491.55,1.049,41.851,336.923
CCC12CC13C1CC4(CC2CC43)C1,257.207,264.574,444.478,1.17,41.423,337.337
CCC12CC13CC1CC2C(C)C3C1,293.941,260.155,473.818,1.049,41.967,337.389
CCC12CC34CC3(C)C1(CC4C)C2,220.392,263.769,428.21,1.043,42.102,337.932
CCC12CC1C1C(C)(C)C2C1(C)C,291.116,262.698,471.145,0.924,42.452,337.255
CCC12CC34CC1(CC31CC2C1)C4,218.473,269.208,422.812,1.17,41.54,337.813
CCC12CC3CC4(C1)CC4(C2)C3C,255.208,264.931,454.7,1.049,42.082,337.851
